2024-07-09 09:01:56,818 [INFO ]  Logging file is ./checkpoints/tinylic/3//20240709_090156.log
2024-07-09 09:01:56,820 [INFO ]  ======================= 2024-07-09_09_01_56 =======================
2024-07-09 09:01:56,820 [INFO ]  model:tinylic
2024-07-09 09:01:56,820 [INFO ]  dataset:../../../dataset/COCO/
2024-07-09 09:01:56,820 [INFO ]  epochs:400
2024-07-09 09:01:56,821 [INFO ]  learning_rate:0.0001
2024-07-09 09:01:56,821 [INFO ]  num_workers:4
2024-07-09 09:01:56,821 [INFO ]  quality_level:3
2024-07-09 09:01:56,821 [INFO ]  lmbda:0.01
2024-07-09 09:01:56,821 [INFO ]  batch_size:4
2024-07-09 09:01:56,821 [INFO ]  test_batch_size:1
2024-07-09 09:01:56,821 [INFO ]  aux_learning_rate:0.001
2024-07-09 09:01:56,821 [INFO ]  patch_size:(256, 256)
2024-07-09 09:01:56,821 [INFO ]  cuda:True
2024-07-09 09:01:56,821 [INFO ]  gpu_id:0
2024-07-09 09:01:56,821 [INFO ]  save:True
2024-07-09 09:01:56,821 [INFO ]  seed:None
2024-07-09 09:01:56,821 [INFO ]  clip_max_norm:1.0
2024-07-09 09:01:56,821 [INFO ]  name:2024-07-09_09_01_56
2024-07-09 09:01:56,821 [INFO ]  checkpoint:None
2024-07-09 09:01:56,821 [INFO ]  ===================================================================
2024-07-09 09:02:52,684 [INFO ]  ======Current epoch 0 ======
2024-07-09 09:02:52,685 [INFO ]  Learning rate: 0.0001
2024-07-09 09:02:54,795 [INFO ]  [0/118287] | Loss: 1510.813 | MSE loss: 2.30097 | Bpp loss: 14.6064 | Aux loss: 7913.86
